Area,Date,AvailablePlots
Puzhal,2024-11,4
Puzhal,2024-12,4
Puzhal,2025-01,4
Puzhal,2025-02,4
Puzhal,2025-03,4
Puzhal,2025-04,4
Puzhal,2025-05,5
Puzhal,2025-06,5
Puzhal,2025-07,4
Puzhal,2025-08,4
Puzhal,2025-09,4
Puzhal,2025-10,4
Puzhuthivakkam-Ullagaram,2023-01,10
Puzhuthivakkam-Ullagaram,2023-02,9
Puzhuthivakkam-Ullagaram,2023-03,9
Puzhuthivakkam-Ullagaram,2023-04,9
Puzhuthivakkam-Ullagaram,2023-05,8
Puzhuthivakkam-Ullagaram,2023-06,8
Puzhuthivakkam-Ullagaram,2023-07,8
Puzhuthivakkam-Ullagaram,2023-08,7
Puzhuthivakkam-Ullagaram,2023-09,7
Puzhuthivakkam-Ullagaram,2023-10,7
Puzhuthivakkam-Ullagaram,2023-11,7
Puzhuthivakkam-Ullagaram,2023-12,7
Puzhuthivakkam-Ullagaram,2024-01,6
Puzhuthivakkam-Ullagaram,2024-02,5
Puzhuthivakkam-Ullagaram,2024-03,4
Puzhuthivakkam-Ullagaram,2024-04,5
Puzhuthivakkam-Ullagaram,2024-05,4
Puzhuthivakkam-Ullagaram,2024-06,5
Puzhuthivakkam-Ullagaram,2024-07,4
Puzhuthivakkam-Ullagaram,2024-08,4
Puzhuthivakkam-Ullagaram,2024-09,4
Puzhuthivakkam-Ullagaram,2024-10,4
Puzhuthivakkam-Ullagaram,2024-11,5
Puzhuthivakkam-Ullagaram,2024-12,4
Puzhuthivakkam-Ullagaram,2025-01,4
Puzhuthivakkam-Ullagaram,2025-02,4
Puzhuthivakkam-Ullagaram,2025-03,4
Puzhuthivakkam-Ullagaram,2025-04,4
Puzhuthivakkam-Ullagaram,2025-05,4
Puzhuthivakkam-Ullagaram,2025-06,5
Puzhuthivakkam-Ullagaram,2025-07,4
Puzhuthivakkam-Ullagaram,2025-08,4
Puzhuthivakkam-Ullagaram,2025-09,4
Puzhuthivakkam-Ullagaram,2025-10,4
Raj Bhavan,2023-01,9
Raj Bhavan,2023-02,9
Raj Bhavan,2023-03,9
Raj Bhavan,2023-04,8
Raj Bhavan,2023-05,8
Raj Bhavan,2023-06,8
Raj Bhavan,2023-07,8
Raj Bhavan,2023-08,8
Raj Bhavan,2023-09,8
Raj Bhavan,2023-10,7
Raj Bhavan,2023-11,7
Raj Bhavan,2023-12,7
Raj Bhavan,2024-01,6
Raj Bhavan,2024-02,5
Raj Bhavan,2024-03,5
Raj Bhavan,2024-04,4
Raj Bhavan,2024-05,4
Raj Bhavan,2024-06,4
Raj Bhavan,2024-07,5
Raj Bhavan,2024-08,4
Raj Bhavan,2024-09,4
Raj Bhavan,2024-10,5
Raj Bhavan,2024-11,4
Raj Bhavan,2024-12,4
Raj Bhavan,2025-01,5
Raj Bhavan,2025-02,4
Raj Bhavan,2025-03,4
Raj Bhavan,2025-04,4
Raj Bhavan,2025-05,4
Raj Bhavan,2025-06,5
Raj Bhavan,2025-07,5
Raj Bhavan,2025-08,4
Raj Bhavan,2025-09,4
Raj Bhavan,2025-10,4
Ramavaram,2023-01,10
Ramavaram,2023-02,10
Ramavaram,2023-03,9
Ramavaram,2023-04,8
Ramavaram,2023-05,8
Ramavaram,2023-06,7
Ramavaram,2023-07,7
Ramavaram,2023-08,7
Ramavaram,2023-09,7
Ramavaram,2023-10,7
Ramavaram,2023-11,6
Ramavaram,2023-12,6
Ramavaram,2024-01,6
Ramavaram,2024-02,5
Ramavaram,2024-03,5
Ramavaram,2024-04,5
Ramavaram,2024-05,4
Ramavaram,2024-06,5
Ramavaram,2024-07,4
Ramavaram,2024-08,5
Ramavaram,2024-09,5
Ramavaram,2024-10,4
Ramavaram,2024-11,4
Ramavaram,2024-12,4
Ramavaram,2025-01,5
Ramavaram,2025-02,4
Ramavaram,2025-03,5
Ramavaram,2025-04,5
Ramavaram,2025-05,5
Ramavaram,2025-06,4
Ramavaram,2025-07,4
Ramavaram,2025-08,4
Ramavaram,2025-09,4
Ramavaram,2025-10,4
Red Hills,2023-01,18
Red Hills,2023-02,17
Red Hills,2023-03,16
Red Hills,2023-04,16
Red Hills,2023-05,16
Red Hills,2023-06,16
Red Hills,2023-07,16
Red Hills,2023-08,15
Red Hills,2023-09,15
Red Hills,2023-10,14
Red Hills,2023-11,13
Red Hills,2023-12,13
Red Hills,2024-01,12
Red Hills,2024-02,11
Red Hills,2024-03,11
Red Hills,2024-04,11
Red Hills,2024-05,10
Red Hills,2024-06,9
Red Hills,2024-07,8
Red Hills,2024-08,8
Red Hills,2024-09,7
Red Hills,2024-10,6
Red Hills,2024-11,5
Red Hills,2024-12,4
Red Hills,2025-01,4
Red Hills,2025-02,5
Red Hills,2025-03,4
Red Hills,2025-04,4
Red Hills,2025-05,4
Red Hills,2025-06,4
Red Hills,2025-07,4
Red Hills,2025-08,4
Red Hills,2025-09,4
Red Hills,2025-10,4
Royapettah,2023-01,10
Royapettah,2023-02,10
Royapettah,2023-03,9
Royapettah,2023-04,9
Royapettah,2023-05,8
Royapettah,2023-06,7
Royapettah,2023-07,7
Royapettah,2023-08,6
Royapettah,2023-09,5
Royapettah,2023-10,5
Royapettah,2023-11,5
Royapettah,2023-12,5
Royapettah,2024-01,4
Royapettah,2024-02,4
Royapettah,2024-03,4
Royapettah,2024-04,5
Royapettah,2024-05,4
Royapettah,2024-06,4
Royapettah,2024-07,5
Royapettah,2024-08,4
Royapettah,2024-09,4
Royapettah,2024-10,4
Royapettah,2024-11,4
Royapettah,2024-12,5
Royapettah,2025-01,4
Royapettah,2025-02,4
Royapettah,2025-03,4
Royapettah,2025-04,4
Royapettah,2025-05,4
Royapettah,2025-06,4
Royapettah,2025-07,4
Royapettah,2025-08,4
Royapettah,2025-09,4
Royapettah,2025-10,4
Royapuram,2023-01,9
Royapuram,2023-02,9
Royapuram,2023-03,8
Royapuram,2023-04,8
Royapuram,2023-05,8
Royapuram,2023-06,7
Royapuram,2023-07,6
Royapuram,2023-08,5
Royapuram,2023-09,4
Royapuram,2023-10,4
Royapuram,2023-11,5
Royapuram,2023-12,4
Royapuram,2024-01,5
Royapuram,2024-02,5
Royapuram,2024-03,4
Royapuram,2024-04,4
Royapuram,2024-05,4
Royapuram,2024-06,4
Royapuram,2024-07,5
Royapuram,2024-08,4
Royapuram,2024-09,4
Royapuram,2024-10,4
Royapuram,2024-11,4
Royapuram,2024-12,4
Royapuram,2025-01,5
Royapuram,2025-02,5
Royapuram,2025-03,4
Royapuram,2025-04,4
Royapuram,2025-05,5
Royapuram,2025-06,4
Royapuram,2025-07,4
Royapuram,2025-08,5
Royapuram,2025-09,4
Royapuram,2025-10,4
Saidapet,2023-01,9
Saidapet,2023-02,9
Saidapet,2023-03,8
Saidapet,2023-04,8
Saidapet,2023-05,7
Saidapet,2023-06,7
Saidapet,2023-07,7
Saidapet,2023-08,6
Saidapet,2023-09,5
Saidapet,2023-10,4
Saidapet,2023-11,4
Saidapet,2023-12,5
Saidapet,2024-01,4
Saidapet,2024-02,4
Saidapet,2024-03,4
Saidapet,2024-04,4
Saidapet,2024-05,4
Saidapet,2024-06,5
Saidapet,2024-07,4
Saidapet,2024-08,4
Saidapet,2024-09,4
Saidapet,2024-10,4
Saidapet,2024-11,4
Saidapet,2024-12,4
Saidapet,2025-01,4
Saidapet,2025-02,4
Saidapet,2025-03,5
Saidapet,2025-04,4
Saidapet,2025-05,4
Saidapet,2025-06,4
Saidapet,2025-07,4
Saidapet,2025-08,4
Saidapet,2025-09,5
Saidapet,2025-10,5
Saligramam,2023-01,10
Saligramam,2023-02,10
Saligramam,2023-03,10
Saligramam,2023-04,9
Saligramam,2023-05,8
Saligramam,2023-06,7
Saligramam,2023-07,6
Saligramam,2023-08,5
Saligramam,2023-09,5
Saligramam,2023-10,4
Saligramam,2023-11,5
Saligramam,2023-12,4
Saligramam,2024-01,4
Saligramam,2024-02,4
Saligramam,2024-03,4
Saligramam,2024-04,4
Saligramam,2024-05,4
Saligramam,2024-06,4
Saligramam,2024-07,5
Saligramam,2024-08,4
Saligramam,2024-09,4
Saligramam,2024-10,4
Saligramam,2024-11,4
Saligramam,2024-12,4
Saligramam,2025-01,5
Saligramam,2025-02,4
Saligramam,2025-03,4
Saligramam,2025-04,4
Saligramam,2025-05,4
Saligramam,2025-06,4
Saligramam,2025-07,4
Saligramam,2025-08,5
Saligramam,2025-09,4
Saligramam,2025-10,4
Santhome,2023-01,10
Santhome,2023-02,10
Santhome,2023-03,9
Santhome,2023-04,9
Santhome,2023-05,8
Santhome,2023-06,8
Santhome,2023-07,7
Santhome,2023-08,6
Santhome,2023-09,5
Santhome,2023-10,5
Santhome,2023-11,5
Santhome,2023-12,4
Santhome,2024-01,4
Santhome,2024-02,4
Santhome,2024-03,4
Santhome,2024-04,5
Santhome,2024-05,5
Santhome,2024-06,5
Santhome,2024-07,4
Santhome,2024-08,5
Santhome,2024-09,4
Santhome,2024-10,4
Santhome,2024-11,4
Santhome,2024-12,4
Santhome,2025-01,4
Santhome,2025-02,4
Santhome,2025-03,4
Santhome,2025-04,4
Santhome,2025-05,4
Santhome,2025-06,4
Santhome,2025-07,5
Santhome,2025-08,4
Santhome,2025-09,4
Santhome,2025-10,4
Sembakkam,2023-01,14
Sembakkam,2023-02,14
Sembakkam,2023-03,14
Sembakkam,2023-04,14
Sembakkam,2023-05,13
Sembakkam,2023-06,13
Sembakkam,2023-07,12
Sembakkam,2023-08,11
Sembakkam,2023-09,10
Sembakkam,2023-10,9
Sembakkam,2023-11,8
Sembakkam,2023-12,8
Sembakkam,2024-01,7
Sembakkam,2024-02,6
Sembakkam,2024-03,6
Sembakkam,2024-04,6
Sembakkam,2024-05,6
Sembakkam,2024-06,5
Sembakkam,2024-07,5
Sembakkam,2024-08,4
Sembakkam,2024-09,4
Sembakkam,2024-10,4
Sembakkam,2024-11,4
Sembakkam,2024-12,4
Sembakkam,2025-01,4
Sembakkam,2025-02,4
Sembakkam,2025-03,4
Sembakkam,2025-04,4
Sembakkam,2025-05,4
Sembakkam,2025-06,4
Sembakkam,2025-07,4
Sembakkam,2025-08,4
Sembakkam,2025-09,5
Sembakkam,2025-10,4
Selaiyur,2023-01,12
Selaiyur,2023-02,12
Selaiyur,2023-03,12
Selaiyur,2023-04,11
Selaiyur,2023-05,10
Selaiyur,2023-06,9
Selaiyur,2023-07,8
Selaiyur,2023-08,8
Selaiyur,2023-09,8
Selaiyur,2023-10,7
Selaiyur,2023-11,6
Selaiyur,2023-12,5
Selaiyur,2024-01,4
Selaiyur,2024-02,4
Selaiyur,2024-03,5
Selaiyur,2024-04,4
Selaiyur,2024-05,5
Selaiyur,2024-06,5
Selaiyur,2024-07,4
Selaiyur,2024-08,5
Selaiyur,2024-09,4
Selaiyur,2024-10,4
Selaiyur,2024-11,4
Selaiyur,2024-12,4
Selaiyur,2025-01,4
Selaiyur,2025-02,4
Selaiyur,2025-03,5
Selaiyur,2025-04,4
Selaiyur,2025-05,5
Selaiyur,2025-06,4
Selaiyur,2025-07,4
Selaiyur,2025-08,5
Selaiyur,2025-09,4
Selaiyur,2025-10,4
Shenoy Nagar,2023-01,9
Shenoy Nagar,2023-02,8
Shenoy Nagar,2023-03,8
Shenoy Nagar,2023-04,7
Shenoy Nagar,2023-05,6
Shenoy Nagar,2023-06,6
Shenoy Nagar,2023-07,6
Shenoy Nagar,2023-08,6
Shenoy Nagar,2023-09,6
Shenoy Nagar,2023-10,6
Shenoy Nagar,2023-11,5
Shenoy Nagar,2023-12,5
Shenoy Nagar,2024-01,4
Shenoy Nagar,2024-02,4
Shenoy Nagar,2024-03,4
Shenoy Nagar,2024-04,4
Shenoy Nagar,2024-05,5
Shenoy Nagar,2024-06,4
Shenoy Nagar,2024-07,4
Shenoy Nagar,2024-08,5
Shenoy Nagar,2024-09,4
Shenoy Nagar,2024-10,4
Shenoy Nagar,2024-11,4
Shenoy Nagar,2024-12,5
Shenoy Nagar,2025-01,4
Shenoy Nagar,2025-02,5
Shenoy Nagar,2025-03,5
Shenoy Nagar,2025-04,5
Shenoy Nagar,2025-05,5
Shenoy Nagar,2025-06,4
Shenoy Nagar,2025-07,5
Shenoy Nagar,2025-08,4
Shenoy Nagar,2025-09,4
Shenoy Nagar,2025-10,4
Sholavaram,2023-01,15
Sholavaram,2023-02,15
Sholavaram,2023-03,15
Sholavaram,2023-04,15
Sholavaram,2023-05,14
Sholavaram,2023-06,13
Sholavaram,2023-07,13
Sholavaram,2023-08,13
Sholavaram,2023-09,13
Sholavaram,2023-10,13
Sholavaram,2023-11,13
Sholavaram,2023-12,13
Sholavaram,2024-01,13
Sholavaram,2024-02,13
Sholavaram,2024-03,13
Sholavaram,2024-04,12
Sholavaram,2024-05,12
Sholavaram,2024-06,11
Sholavaram,2024-07,9
Sholavaram,2024-08,10
Sholavaram,2024-09,10
Sholavaram,2024-10,9
Sholavaram,2024-11,8
Sholavaram,2024-12,7
Sholavaram,2025-01,6
Sholavaram,2025-02,6
Sholavaram,2025-03,5
Sholavaram,2025-04,4
Sholavaram,2025-05,4
Sholavaram,2025-06,5
Sholavaram,2025-07,4
Sholavaram,2025-08,4
Sholavaram,2025-09,5
Sholavaram,2025-10,4
Sholinganallur,2023-01,19
Sholinganallur,2023-02,17
Sholinganallur,2023-03,16
Sholinganallur,2023-04,15
Sholinganallur,2023-05,14
Sholinganallur,2023-06,14
Sholinganallur,2023-07,14
Sholinganallur,2023-08,13
Sholinganallur,2023-09,13
Sholinganallur,2023-10,13
Sholinganallur,2023-11,11
Sholinganallur,2023-12,11
Sholinganallur,2024-01,10
Sholinganallur,2024-02,9
Sholinganallur,2024-03,8
Sholinganallur,2024-04,7
Sholinganallur,2024-05,6
Sholinganallur,2024-06,5
Sholinganallur,2024-07,4
Sholinganallur,2024-08,5
Sholinganallur,2024-09,4
Sholinganallur,2024-10,4
Sholinganallur,2024-11,5
Sholinganallur,2024-12,4
Sholinganallur,2025-01,4
Sholinganallur,2025-02,4
Sholinganallur,2025-03,4
Sholinganallur,2025-04,4
Sholinganallur,2025-05,5
Sholinganallur,2025-06,4
Sholinganallur,2025-07,5
Sholinganallur,2025-08,4
Sholinganallur,2025-09,4
Sholinganallur,2025-10,4
Sikkarayapuram,2023-01,13
Sikkarayapuram,2023-02,13
Sikkarayapuram,2023-03,13
Sikkarayapuram,2023-04,12
Sikkarayapuram,2023-05,11
Sikkarayapuram,2023-06,11
Sikkarayapuram,2023-07,10
Sikkarayapuram,2023-08,9
Sikkarayapuram,2023-09,9
Sikkarayapuram,2023-10,9
Sikkarayapuram,2023-11,8
Sikkarayapuram,2023-12,8
Sikkarayapuram,2024-01,7
Sikkarayapuram,2024-02,7
Sikkarayapuram,2024-03,6
Sikkarayapuram,2024-04,5
Sikkarayapuram,2024-05,5
Sikkarayapuram,2024-06,4
Sikkarayapuram,2024-07,4
Sikkarayapuram,2024-08,4
Sikkarayapuram,2024-09,5
Sikkarayapuram,2024-10,5
Sikkarayapuram,2024-11,5
Sikkarayapuram,2024-12,5
Sikkarayapuram,2025-01,4
Sikkarayapuram,2025-02,4
Sikkarayapuram,2025-03,4
Sikkarayapuram,2025-04,4
Sikkarayapuram,2025-05,4
Sikkarayapuram,2025-06,4
Sikkarayapuram,2025-07,4
Sikkarayapuram,2025-08,4
Sikkarayapuram,2025-09,4
Sikkarayapuram,2025-10,4
Sowcarpet,2023-01,10
Sowcarpet,2023-02,10
Sowcarpet,2023-03,10
Sowcarpet,2023-04,9
Sowcarpet,2023-05,8
Sowcarpet,2023-06,8
Sowcarpet,2023-07,7
Sowcarpet,2023-08,7
Sowcarpet,2023-09,7
Sowcarpet,2023-10,6
Sowcarpet,2023-11,5
Sowcarpet,2023-12,4
Sowcarpet,2024-01,5
Sowcarpet,2024-02,4
Sowcarpet,2024-03,4
Sowcarpet,2024-04,5
Sowcarpet,2024-05,4
Sowcarpet,2024-06,4
Sowcarpet,2024-07,4
Sowcarpet,2024-08,5
Sowcarpet,2024-09,4
Sowcarpet,2024-10,5
Sowcarpet,2024-11,4
Sowcarpet,2024-12,4
Sowcarpet,2025-01,5
Sowcarpet,2025-02,5
Sowcarpet,2025-03,4
Sowcarpet,2025-04,4
Sowcarpet,2025-05,4
Sowcarpet,2025-06,4
Sowcarpet,2025-07,4
Sowcarpet,2025-08,4
Sowcarpet,2025-09,4
Sowcarpet,2025-10,4
St. Thomas Mount,2023-01,10
St. Thomas Mount,2023-02,9
St. Thomas Mount,2023-03,9
St. Thomas Mount,2023-04,9
St. Thomas Mount,2023-05,9
St. Thomas Mount,2023-06,8
St. Thomas Mount,2023-07,8
St. Thomas Mount,2023-08,7
St. Thomas Mount,2023-09,7
St. Thomas Mount,2023-10,7
St. Thomas Mount,2023-11,7
St. Thomas Mount,2023-12,6
St. Thomas Mount,2024-01,5
St. Thomas Mount,2024-02,5
St. Thomas Mount,2024-03,4
St. Thomas Mount,2024-04,5
St. Thomas Mount,2024-05,4
St. Thomas Mount,2024-06,4
St. Thomas Mount,2024-07,5
St. Thomas Mount,2024-08,4
St. Thomas Mount,2024-09,4
St. Thomas Mount,2024-10,4
St. Thomas Mount,2024-11,4
St. Thomas Mount,2024-12,4
St. Thomas Mount,2025-01,4
St. Thomas Mount,2025-02,5
St. Thomas Mount,2025-03,4
St. Thomas Mount,2025-04,5
St. Thomas Mount,2025-05,4
St. Thomas Mount,2025-06,4
St. Thomas Mount,2025-07,4
St. Thomas Mount,2025-08,4
St. Thomas Mount,2025-09,4
St. Thomas Mount,2025-10,4
Surapet,2023-01,11
Surapet,2023-02,10
Surapet,2023-03,10
Surapet,2023-04,9
Surapet,2023-05,8
Surapet,2023-06,8
Surapet,2023-07,7
Surapet,2023-08,6
Surapet,2023-09,5
Surapet,2023-10,4
Surapet,2023-11,4
Surapet,2023-12,5
Surapet,2024-01,4
Surapet,2024-02,4
Surapet,2024-03,4
Surapet,2024-04,4
Surapet,2024-05,5
Surapet,2024-06,4
Surapet,2024-07,4
Surapet,2024-08,5
Surapet,2024-09,4
Surapet,2024-10,5
Surapet,2024-11,4
Surapet,2024-12,5
Surapet,2025-01,4
Surapet,2025-02,5
Surapet,2025-03,4
Surapet,2025-04,4
Surapet,2025-05,4
Surapet,2025-06,5
Surapet,2025-07,4
Surapet,2025-08,4
Surapet,2025-09,4
Surapet,2025-10,4
Tambaram,2023-01,15
Tambaram,2023-02,13
Tambaram,2023-03,14
Tambaram,2023-04,13
Tambaram,2023-05,12
Tambaram,2023-06,11
Tambaram,2023-07,11
Tambaram,2023-08,11
Tambaram,2023-09,11
Tambaram,2023-10,11
Tambaram,2023-11,10
Tambaram,2023-12,10
Tambaram,2024-01,9
Tambaram,2024-02,8
Tambaram,2024-03,8
Tambaram,2024-04,7
Tambaram,2024-05,6
Tambaram,2024-06,5
Tambaram,2024-07,5
Tambaram,2024-08,4
Tambaram,2024-09,4
Tambaram,2024-10,4
Tambaram,2024-11,4
Tambaram,2024-12,5
Tambaram,2025-01,4
Tambaram,2025-02,4
Tambaram,2025-03,5
Tambaram,2025-04,4
Tambaram,2025-05,5
Tambaram,2025-06,4
Tambaram,2025-07,4
Tambaram,2025-08,4
Tambaram,2025-09,4
Tambaram,2025-10,4
Teynampet,2023-01,10
Teynampet,2023-02,9
Teynampet,2023-03,9
Teynampet,2023-04,9
Teynampet,2023-05,9
Teynampet,2023-06,9
Teynampet,2023-07,8
Teynampet,2023-08,7
Teynampet,2023-09,6
Teynampet,2023-10,5
Teynampet,2023-11,4
Teynampet,2023-12,5
Teynampet,2024-01,5
Teynampet,2024-02,5
Teynampet,2024-03,4
Teynampet,2024-04,5
Teynampet,2024-05,5
Teynampet,2024-06,5
Teynampet,2024-07,4
Teynampet,2024-08,5
Teynampet,2024-09,4
Teynampet,2024-10,4
Teynampet,2024-11,4
Teynampet,2024-12,4
Teynampet,2025-01,4
Teynampet,2025-02,4
Teynampet,2025-03,4
Teynampet,2025-04,4
Teynampet,2025-05,4
Teynampet,2025-06,4
Teynampet,2025-07,4
Teynampet,2025-08,4
Teynampet,2025-09,4
Teynampet,2025-10,4
Tharamani,2023-01,10
Tharamani,2023-02,9
Tharamani,2023-03,8
Tharamani,2023-04,8
Tharamani,2023-05,8
Tharamani,2023-06,7
Tharamani,2023-07,6
Tharamani,2023-08,6
Tharamani,2023-09,6
Tharamani,2023-10,6
Tharamani,2023-11,5
Tharamani,2023-12,5
Tharamani,2024-01,5
Tharamani,2024-02,5
Tharamani,2024-03,5
Tharamani,2024-04,4
Tharamani,2024-05,5
Tharamani,2024-06,4
Tharamani,2024-07,4
Tharamani,2024-08,5
Tharamani,2024-09,4
Tharamani,2024-10,5
Tharamani,2024-11,4
Tharamani,2024-12,4
Tharamani,2025-01,5
Tharamani,2025-02,4
Tharamani,2025-03,4
Tharamani,2025-04,4
Tharamani,2025-05,4
Tharamani,2025-06,5
Tharamani,2025-07,4
Tharamani,2025-08,5
Tharamani,2025-09,4
Tharamani,2025-10,4
T. Nagar,2023-01,9
T. Nagar,2023-02,9
T. Nagar,2023-03,8
T. Nagar,2023-04,8
T. Nagar,2023-05,8
T. Nagar,2023-06,7
T. Nagar,2023-07,6
T. Nagar,2023-08,5
T. Nagar,2023-09,5
T. Nagar,2023-10,5
T. Nagar,2023-11,5
T. Nagar,2023-12,4
T. Nagar,2024-01,4
T. Nagar,2024-02,5
T. Nagar,2024-03,5
T. Nagar,2024-04,4
T. Nagar,2024-05,5
T. Nagar,2024-06,4
T. Nagar,2024-07,4
T. Nagar,2024-08,5
T. Nagar,2024-09,4
T. Nagar,2024-10,4
T. Nagar,2024-11,4
T. Nagar,2024-12,5
T. Nagar,2025-01,4
T. Nagar,2025-02,4
T. Nagar,2025-03,4
T. Nagar,2025-04,5
T. Nagar,2025-05,4
T. Nagar,2025-06,5
T. Nagar,2025-07,4
T. Nagar,2025-08,4
T. Nagar,2025-09,4
T. Nagar,2025-10,4
Thirumangalam,2023-01,9
Thirumangalam,2023-02,8
Thirumangalam,2023-03,7
Thirumangalam,2023-04,7
Thirumangalam,2023-05,7
Thirumangalam,2023-06,7
Thirumangalam,2023-07,6
Thirumangalam,2023-08,5
Thirumangalam,2023-09,5
Thirumangalam,2023-10,4
Thirumangalam,2023-11,5
Thirumangalam,2023-12,4
Thirumangalam,2024-01,4
Thirumangalam,2024-02,5
Thirumangalam,2024-03,4
Thirumangalam,2024-04,4
Thirumangalam,2024-05,5
Thirumangalam,2024-06,5
Thirumangalam,2024-07,4
Thirumangalam,2024-08,5
Thirumangalam,2024-09,4
Thirumangalam,2024-10,4
Thirumangalam,2024-11,4
Thirumangalam,2024-12,4
Thirumangalam,2025-01,4
Thirumangalam,2025-02,5
Thirumangalam,2025-03,5
Thirumangalam,2025-04,4
Thirumangalam,2025-05,4
Thirumangalam,2025-06,4
Thirumangalam,2025-07,5
Thirumangalam,2025-08,4
Thirumangalam,2025-09,4
Thirumangalam,2025-10,4
Thirumullaivoyal,2023-01,12
Thirumullaivoyal,2023-02,11
Thirumullaivoyal,2023-03,11
Thirumullaivoyal,2023-04,11
Thirumullaivoyal,2023-05,11
Thirumullaivoyal,2023-06,11
Thirumullaivoyal,2023-07,10
Thirumullaivoyal,2023-08,10
Thirumullaivoyal,2023-09,9
Thirumullaivoyal,2023-10,8
Thirumullaivoyal,2023-11,7
Thirumullaivoyal,2023-12,7
Thirumullaivoyal,2024-01,6
Thirumullaivoyal,2024-02,6
Thirumullaivoyal,2024-03,5
Thirumullaivoyal,2024-04,4
Thirumullaivoyal,2024-05,4
Thirumullaivoyal,2024-06,4
Thirumullaivoyal,2024-07,5
Thirumullaivoyal,2024-08,4
Thirumullaivoyal,2024-09,4
Thirumullaivoyal,2024-10,4
Thirumullaivoyal,2024-11,5
Thirumullaivoyal,2024-12,4
Thirumullaivoyal,2025-01,4
Thirumullaivoyal,2025-02,5
Thirumullaivoyal,2025-03,4
Thirumullaivoyal,2025-04,4
Thirumullaivoyal,2025-05,4
Thirumullaivoyal,2025-06,4
Thirumullaivoyal,2025-07,4
Thirumullaivoyal,2025-08,4
Thirumullaivoyal,2025-09,4
Thirumullaivoyal,2025-10,4
Thiruneermalai,2023-01,14
Thiruneermalai,2023-02,14
Thiruneermalai,2023-03,13
Thiruneermalai,2023-04,12
Thiruneermalai,2023-05,11
Thiruneermalai,2023-06,11
Thiruneermalai,2023-07,11
Thiruneermalai,2023-08,10
Thiruneermalai,2023-09,9
Thiruneermalai,2023-10,9
Thiruneermalai,2023-11,8
Thiruneermalai,2023-12,8
Thiruneermalai,2024-01,7
Thiruneermalai,2024-02,6
Thiruneermalai,2024-03,5
Thiruneermalai,2024-04,4
Thiruneermalai,2024-05,5
Thiruneermalai,2024-06,5
Thiruneermalai,2024-07,5
Thiruneermalai,2024-08,5
Thiruneermalai,2024-09,4
Thiruneermalai,2024-10,5
Thiruneermalai,2024-11,4
Thiruneermalai,2024-12,4
Thiruneermalai,2025-01,4
Thiruneermalai,2025-02,4
Thiruneermalai,2025-03,4
Thiruneermalai,2025-04,4
Thiruneermalai,2025-05,4
Thiruneermalai,2025-06,4
Thiruneermalai,2025-07,4
Thiruneermalai,2025-08,4
Thiruneermalai,2025-09,4
Thiruneermalai,2025-10,5
Thiruninravur,2023-01,17
Thiruninravur,2023-02,17
Thiruninravur,2023-03,16
Thiruninravur,2023-04,15
Thiruninravur,2023-05,14
Thiruninravur,2023-06,14
Thiruninravur,2023-07,14
Thiruninravur,2023-08,13
Thiruninravur,2023-09,12
Thiruninravur,2023-10,11
Thiruninravur,2023-11,11
Thiruninravur,2023-12,10
Thiruninravur,2024-01,9
Thiruninravur,2024-02,8
Thiruninravur,2024-03,8
Thiruninravur,2024-04,8
Thiruninravur,2024-05,7
Thiruninravur,2024-06,6
Thiruninravur,2024-07,6
Thiruninravur,2024-08,5
Thiruninravur,2024-09,4
Thiruninravur,2024-10,4
Thiruninravur,2024-11,4
Thiruninravur,2024-12,4
Thiruninravur,2025-01,4
Thiruninravur,2025-02,4
Thiruninravur,2025-03,5
Thiruninravur,2025-04,4
Thiruninravur,2025-05,4
Thiruninravur,2025-06,4
Thiruninravur,2025-07,5
Thiruninravur,2025-08,4
Thiruninravur,2025-09,4
Thiruninravur,2025-10,4
Thiruvanmiyur,2023-01,9
Thiruvanmiyur,2023-02,8
Thiruvanmiyur,2023-03,8
Thiruvanmiyur,2023-04,8
Thiruvanmiyur,2023-05,7
Thiruvanmiyur,2023-06,6
Thiruvanmiyur,2023-07,5
Thiruvanmiyur,2023-08,5
Thiruvanmiyur,2023-09,4
Thiruvanmiyur,2023-10,5
Thiruvanmiyur,2023-11,4
Thiruvanmiyur,2023-12,4
Thiruvanmiyur,2024-01,4
Thiruvanmiyur,2024-02,4
Thiruvanmiyur,2024-03,5
Thiruvanmiyur,2024-04,5
Thiruvanmiyur,2024-05,4
Thiruvanmiyur,2024-06,5
Thiruvanmiyur,2024-07,4
Thiruvanmiyur,2024-08,5
Thiruvanmiyur,2024-09,4
Thiruvanmiyur,2024-10,5
Thiruvanmiyur,2024-11,4
Thiruvanmiyur,2024-12,5
Thiruvanmiyur,2025-01,4
Thiruvanmiyur,2025-02,4
Thiruvanmiyur,2025-03,4
Thiruvanmiyur,2025-04,4
Thiruvanmiyur,2025-05,4
Thiruvanmiyur,2025-06,4
Thiruvanmiyur,2025-07,4
Thiruvanmiyur,2025-08,4
Thiruvanmiyur,2025-09,4
Thiruvanmiyur,2025-10,4
Thiruvallur,2023-01,20
Thiruvallur,2023-02,21
Thiruvallur,2023-03,21
Thiruvallur,2023-04,20
Thiruvallur,2023-05,20
Thiruvallur,2023-06,18
Thiruvallur,2023-07,17
Thiruvallur,2023-08,16
Thiruvallur,2023-09,17
Thiruvallur,2023-10,15
